initiative_id,initiative_name,initiative_url,consultation_url,topic,consultation_period,consultation_start_date,consultation_end_date,consultation_year,total_feedback,has_summary_report,summary_report_url,has_contributions_zip,contributions_zip_url,has_documents_annexed,documents_annexed_url,scrape_timestamp,scrape_status,error_message
14416,Geo-blocking Regulation - evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14416-Geo-blocking-Regulation-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14416-Geo-blocking-Regulation-evaluation/public-consultation_en,Single market,06 October 2025 - 05 January 2026,06 October 2025,05 January 2026,2025,187,False,,False,,False,,2026-01-13T14:21:06.004508,success,
14628,AI Continent – new cloud and AI development act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14628-AI-Continent-new-cloud-and-AI-development-act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14628-AI-Continent-new-cloud-and-AI-development-act/public-consultation_en,Digital economy and society,09 April 2025 - 03 July 2025,09 April 2025,03 July 2025,2025,244,False,,False,,False,,2026-01-13T14:21:10.257330,success,
14593,European Innovation Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14593-European-Innovation-Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14593-European-Innovation-Act/public-consultation_en,Research and innovation,08 July 2025 - 03 October 2025,08 July 2025,03 October 2025,2025,202,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e525b2b96c,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-19996-contributions,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-19996-attachments,2026-01-13T14:21:14.712276,success,
14842,Chips Act 2,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14842-Chips-Act-2,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14842-Chips-Act-2/public-consultation_en,Digital economy and society,05 September 2025 - 28 November 2025,05 September 2025,28 November 2025,2025,,False,,False,,False,,2026-01-13T14:21:22.346758,success,
14314,Firearms trafficking Directive,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14314-Firearms-trafficking-Directive,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14314-Firearms-trafficking-Directive/public-consultation_en,Home affairs,01 October 2024 - 24 December 2024,01 October 2024,24 December 2024,2024,16,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5189a8842,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-33173200-contributions,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-33173200-attachments,2026-01-13T14:21:27.039362,success,
13880,Digital Europe programme – interim evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13880-Digital-Europe-programme-interim-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13880-Digital-Europe-programme-interim-evaluation/public-consultation_en,Digital economy and society,27 June 2024 - 20 September 2024,27 June 2024,20 September 2024,2024,789,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5148eb596,False,,False,,2026-01-13T14:21:34.936945,success,
14670,European affordable housing plan,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14670-European-affordable-housing-plan,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14670-European-affordable-housing-plan/public-consultation_en,Energy,11 July 2025 - 17 October 2025,11 July 2025,17 October 2025,2025,13342,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e526d91f5a,False,,False,,2026-01-13T14:21:40.379924,success,
14627,Biotech Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14627-Biotech-Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14627-Biotech-Act/public-consultation_en,"Food safety, Public health",04 August 2025 - 10 November 2025,04 August 2025,10 November 2025,2025,464,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e526fc38d4,False,,False,,2026-01-13T14:21:46.099229,success,
14708,State aid - revision of the rules on services of general economic interest,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14708-State-aid-revision-of-the-rules-on-services-of-general-economic-interest,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14708-State-aid-revision-of-the-rules-on-services-of-general-economic-interest/public-consultation_en,Competition,05 June 2025 - 31 July 2025,05 June 2025,31 July 2025,2025,,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e524935423,False,,False,,2026-01-13T14:21:51.662716,success,
13116,Detergents – streamlining and updating the EU rules,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13116-Detergents-streamlining-and-updating-the-EU-rules,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13116-Detergents-streamlining-and-updating-the-EU-rules/public-consultation_en,Single market,02 March 2022 - 25 May 2022,02 March 2022,25 May 2022,2022,126,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5f5175a23,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-28869472-contributions,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-28869472-attachments,2026-01-13T14:21:57.276520,success,
14741,A strategic vision for sport in Europe: reinforcing the European Sport Model,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14741-A-strategic-vision-for-sport-in-Europe-reinforcing-the-European-Sport-Model,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14741-A-strategic-vision-for-sport-in-Europe-reinforcing-the-European-Sport-Model/public-consultation_en,"Sport, Youth",15 September 2025 - 08 December 2025,15 September 2025,08 December 2025,2025,211,False,,False,,False,,2026-01-13T14:22:08.189901,success,
14426,EU rules of origin – evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14426-EU-rules-of-origin-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14426-EU-rules-of-origin-evaluation/public-consultation_en,Customs,12 August 2025 - 02 December 2025,12 August 2025,02 December 2025,2025,22,False,,False,,False,,2026-01-13T14:22:12.773734,success,
13968,National Emission Reduction Commitments Directive – evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13968-National-Emission-Reduction-Commitments-Directive-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13968-National-Emission-Reduction-Commitments-Directive-evaluation/public-consultation_en,Environment,03 September 2024 - 26 November 2024,03 September 2024,26 November 2024,2024,53,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e51a02a06e,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-33120795-contributions,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-33120795-attachments,2026-01-13T14:22:17.101136,success,
14748,"Carbon Border Adjustment Mechanism (CBAM) – downstream extension, anti-circumvention and rules on electricity emissions",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14748-Carbon-Border-Adjustment-Mechanism-CBAM-downstream-extension-anti-circumvention-and-rules-on-electricity-emissions,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14748-Carbon-Border-Adjustment-Mechanism-CBAM-downstream-extension-anti-circumvention-and-rules-on-electricity-emissions/public-consultation_en,"Climate action, Customs, Energy",01 July 2025 - 26 August 2025,01 July 2025,26 August 2025,2025,371,False,,False,,False,,2026-01-13T14:22:24.601723,success,
14025,EU-Japan trade agreement – evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14025-EU-Japan-trade-agreement-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14025-EU-Japan-trade-agreement-evaluation/public-consultation_en,Trade,01 August 2025 - 30 November 2025,01 August 2025,30 November 2025,2025,16,False,,False,,False,,2026-01-13T14:22:28.907780,success,
14522,EU’s next long-term budget (MFF) – EU funding for external action,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14522-EUs-next-long-term-budget-MFF-EU-funding-for-external-action,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14522-EUs-next-long-term-budget-MFF-EU-funding-for-external-action/public-consultation_en,Budget,12 February 2025 - 07 May 2025,12 February 2025,07 May 2025,2025,730,False,,False,,False,,2026-01-13T14:22:33.264974,success,
14555,"Towards a circular, regenerative and competitive bioeconomy",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14555-Towards-a-circular-regenerative-and-competitive-bioeconomy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14555-Towards-a-circular-regenerative-and-competitive-bioeconomy/public-consultation_en,Environment,31 March 2025 - 23 June 2025,31 March 2025,23 June 2025,2025,362,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5214b6114,False,,False,,2026-01-13T14:22:37.794449,success,
14523,"EU’s next long-term budget (MFF) – EU funding for cross-border education, training and solidarity, young people, media, culture, and creative sectors, values, and civil society",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14523-EUs-next-long-term-budget-MFF-EU-funding-for-cross-border-education-training-and-solidarity-young-people-media-culture-and-creative-sectors-values-and-civil-society,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14523-EUs-next-long-term-budget-MFF-EU-funding-for-cross-border-education-training-and-solidarity-young-people-media-culture-and-creative-sectors-values-and-civil-society/public-consultation_en,Budget,12 February 2025 - 07 May 2025,12 February 2025,07 May 2025,2025,5845,False,,False,,False,,2026-01-13T14:22:43.181593,success,
14818,Energy – Heating and Cooling Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14818-Energy-Heating-and-Cooling-Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14818-Energy-Heating-and-Cooling-Strategy/public-consultation_en,Energy,28 August 2025 - 20 November 2025,28 August 2025,20 November 2025,2025,275,False,,False,,False,,2026-01-13T14:22:47.812479,success,
14529,Electrification Action Plan,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14529-Electrification-Action-Plan,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14529-Electrification-Action-Plan/public-consultation_en,Energy,28 August 2025 - 20 November 2025,28 August 2025,20 November 2025,2025,320,False,,False,,False,,2026-01-13T14:22:52.325717,success,
14514,Consumer Agenda 2025-2030 and action plan on consumers in the Single Market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14514-Consumer-Agenda-2025-2030-and-action-plan-on-consumers-in-the-Single-Market,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14514-Consumer-Agenda-2025-2030-and-action-plan-on-consumers-in-the-Single-Market/public-consultation_en,Consumers,19 May 2025 - 31 August 2025,19 May 2025,31 August 2025,2025,223,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e523cefd26,False,,False,,2026-01-13T14:22:56.875115,success,
13678,Cooperation on direct taxation - evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13678-Cooperation-on-direct-taxation-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13678-Cooperation-on-direct-taxation-evaluation/public-consultation_en,Taxation,07 May 2024 - 30 July 2024,07 May 2024,30 July 2024,2024,28,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5165c0e7a,False,,False,,2026-01-13T14:23:02.044506,success,
14541,European Data Union Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14541-European-Data-Union-Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14541-European-Data-Union-Strategy/public-consultation_en,Digital economy and society,23 May 2025 - 20 July 2025,23 May 2025,20 July 2025,2025,171,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5244eb10a,False,,False,,2026-01-13T14:23:07.294867,success,
14760,Foreign subsidies – review report,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14760-Foreign-subsidies-review-report,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14760-Foreign-subsidies-review-report/public-consultation_en,Competition,12 August 2025 - 18 November 2025,12 August 2025,18 November 2025,2025,54,False,,False,,False,,2026-01-13T14:23:12.644049,success,
14722,State aid for companies in difficulty - revision of the Rescue & Restructuring guidelines,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14722-State-aid-for-companies-in-difficulty-revision-of-the-Rescue-Restructuring-guidelines,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14722-State-aid-for-companies-in-difficulty-revision-of-the-Rescue-Restructuring-guidelines/public-consultation_en,Competition,22 August 2025 - 14 November 2025,22 August 2025,14 November 2025,2025,65,False,,False,,False,,2026-01-13T14:23:17.041498,success,
14526,EU’s next long-term budget (MFF) – performance of the EU budget,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14526-EUs-next-long-term-budget-MFF-performance-of-the-EU-budget,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14526-EUs-next-long-term-budget-MFF-performance-of-the-EU-budget/public-consultation_en,Budget,12 February 2025 - 07 May 2025,12 February 2025,07 May 2025,2025,555,False,,False,,False,,2026-01-13T14:23:21.578824,success,
14588,EU Civil Society Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14588-EU-Civil-Society-Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14588-EU-Civil-Society-Strategy/public-consultation_en,Justice and fundamental rights,13 June 2025 - 05 September 2025,13 June 2025,05 September 2025,2025,,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e524e37a23,False,,False,,2026-01-13T14:23:26.661989,success,
14587,European Democracy Shield,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14587-European-Democracy-Shield,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14587-European-Democracy-Shield/public-consultation_en,"Home affairs, Justice and fundamental rights",31 March 2025 - 26 May 2025,31 March 2025,26 May 2025,2025,3958,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e524e4ec16,False,,False,,2026-01-13T14:23:32.426326,success,
13821,EU-Canada Comprehensive Economic and Trade Agreement (CETA) - evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13821-EU-Canada-Comprehensive-Economic-and-Trade-Agreement-CETA-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13821-EU-Canada-Comprehensive-Economic-and-Trade-Agreement-CETA-evaluation/public-consultation_en,Trade,28 May 2024 - 30 November 2024,28 May 2024,30 November 2024,2024,24,False,,False,,False,,2026-01-13T14:23:37.909766,success,
13971,"EU Space Act – new rules for safe, resilient and sustainable space activities",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13971-EU-Space-Act-new-rules-for-safe-resilient-and-sustainable-space-activities,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13971-EU-Space-Act-new-rules-for-safe-resilient-and-sustainable-space-activities/public-consultation_en,"Institutional affairs, Climate action, Foreign affairs and security policy",17 October 2023 - 28 November 2023,17 October 2023,28 November 2023,2023,44,False,,False,,False,,2026-01-13T14:23:42.593820,success,
14524,"EU’s next long-term budget (MFF) – EU funding for civil protection, preparedness and response to crises",https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14524-EUs-next-long-term-budget-MFF-EU-funding-for-civil-protection-preparedness-and-response-to-crises,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14524-EUs-next-long-term-budget-MFF-EU-funding-for-civil-protection-preparedness-and-response-to-crises/public-consultation_en,Budget,12 February 2025 - 07 May 2025,12 February 2025,07 May 2025,2025,1187,False,,False,,False,,2026-01-13T14:23:48.229743,success,
14521,EU’s next long-term budget (MFF) – EU funding for competitiveness,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14521-EUs-next-long-term-budget-MFF-EU-funding-for-competitiveness,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14521-EUs-next-long-term-budget-MFF-EU-funding-for-competitiveness/public-consultation_en,Budget,12 February 2025 - 07 May 2025,12 February 2025,07 May 2025,2025,2034,False,,False,,False,,2026-01-13T14:23:52.746082,success,
14812,Circular Economy Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14812-Circular-Economy-Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14812-Circular-Economy-Act/public-consultation_en,Environment,01 August 2025 - 06 November 2025,01 August 2025,06 November 2025,2025,820,False,,False,,False,,2026-01-13T14:23:57.607696,success,
14742,Artificial intelligence and digitalisation for energy – a roadmap,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14742-Artificial-intelligence-and-digitalisation-for-energy-a-roadmap,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14742-Artificial-intelligence-and-digitalisation-for-energy-a-roadmap/public-consultation_en,Energy,05 August 2025 - 05 November 2025,05 August 2025,05 November 2025,2025,178,False,,False,,False,,2026-01-13T14:24:02.072639,success,
12344,European fishery statistics – simplified data collection,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12344-European-fishery-statistics-simplified-data-collection,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12344-European-fishery-statistics-simplified-data-collection/public-consultation_en,Statistics,20 July 2020 - 23 November 2020,20 July 2020,23 November 2020,2020,15,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5dd54d5f8,False,,False,,2026-01-13T14:24:06.714716,success,
14520,EU’s next long-term budget (MFF) – implementing EU funding with Member States and regions,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14520-EUs-next-long-term-budget-MFF-implementing-EU-funding-with-Member-States-and-regions,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14520-EUs-next-long-term-budget-MFF-implementing-EU-funding-with-Member-States-and-regions/public-consultation_en,Budget,12 February 2025 - 07 May 2025,12 February 2025,07 May 2025,2025,2502,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-34270168-summary-report,False,,False,,2026-01-13T14:24:12.435282,success,
12645,Tobacco taxation – excise duties for manufactured tobacco products (updated rules),https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12645-Tobacco-taxation-excise-duties-for-manufactured-tobacco-products-updated-rules-,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/12645-Tobacco-taxation-excise-duties-for-manufactured-tobacco-products-updated-rules-/public-consultation_en,"Customs, Public health, Taxation",30 March 2021 - 22 June 2021,30 March 2021,22 June 2021,2021,7262,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5ecd8e4ea,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-22506595-contributions,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-22506595-attachments,2026-01-13T14:24:17.964739,success,
2009,Labelling fragrance allergens,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/2009-Labelling-fragrance-allergens,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/2009-Labelling-fragrance-allergens/public-consultation_en,Single market,12 November 2019 - 13 February 2020,12 November 2019,13 February 2020,2019,218,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5d6e9a6f0,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-6059285-contributions,False,,2026-01-13T14:24:25.532341,success,
14193,Aviation – fitness check of EU airport legislation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14193-Aviation-fitness-check-of-EU-airport-legislation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14193-Aviation-fitness-check-of-EU-airport-legislation/public-consultation_en,Transport,05 August 2025 - 28 October 2025,05 August 2025,28 October 2025,2025,118,False,,False,,False,,2026-01-13T14:24:31.956925,success,
14622,Digital Fairness Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14622-Digital-Fairness-Act,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14622-Digital-Fairness-Act/public-consultation_en,Consumers,17 July 2025 - 24 October 2025,17 July 2025,24 October 2025,2025,,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e526ded4c3,False,,False,,2026-01-13T14:24:36.112619,success,
14683,EU Anti-Poverty Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14683-EU-Anti-Poverty-Strategy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14683-EU-Anti-Poverty-Strategy/public-consultation_en,Employment and social affairs,25 July 2025 - 24 October 2025,25 July 2025,24 October 2025,2025,126,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e526c4d1e9,False,,False,,2026-01-13T14:24:41.259738,success,
13164,Protecting children from unsafe toys and strengthening the Single Market – revision of the Toy Safety Directive,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13164-Protecting-children-from-unsafe-toys-and-strengthening-the-Single-Market-revision-of-the-Toy-Safety-Directive/public-consultation_en,Single market,02 March 2022 - 25 May 2022,02 March 2022,25 May 2022,2022,196,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5eef69696,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-28869632-contributions,True,https://ec.europa.eu/info/law/better-regulation/api/download/local-28869632-attachments,2026-01-13T14:24:46.514010,success,
13466,State aid rules for assessing State guarantees on loans – evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13466-State-aid-rules-for-assessing-State-guarantees-on-loans-evaluation,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/13466-State-aid-rules-for-assessing-State-guarantees-on-loans-evaluation/public-consultation_en,Competition,29 August 2022 - 19 December 2022,29 August 2022,19 December 2022,2022,6,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e5f86c8901,False,,False,,2026-01-13T14:24:54.119875,success,
14625,Apply AI Strategy – strengthening the AI continent,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14625-Apply-AI-Strategy-strengthening-the-AI-continent,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14625-Apply-AI-Strategy-strengthening-the-AI-continent/public-consultation_en,Digital economy and society,09 April 2025 - 04 June 2025,09 April 2025,04 June 2025,2025,231,True,https://ec.europa.eu/info/law/better-regulation/api/download/090166e52340ffe8,False,,False,,2026-01-13T14:25:00.256117,success,
